fangdatum;waegedatum;weiher;geschlecht;gewicht
26.04.2022;27.04.2022;BL197;J;2.12
26.04.2022;27.04.2022;BL197;J;2.38
26.04.2022;27.04.2022;BL196;M;7.7
26.04.2022;27.04.2022;BL196;M;5.6
26.04.2022;27.04.2022;BL196;J;1.8
26.04.2022;27.04.2022;BL196;J;2.64
26.04.2022;27.04.2022;BL196;J;2.38
26.04.2022;27.04.2022;BL196;J;2.32
26.04.2022;27.04.2022;BL196;J;2.28
26.04.2022;27.04.2022;BL196;J;1.4
26.04.2022;27.04.2022;BL196;W;8.2
27.04.2022;27.04.2022;BL191;J;2.26
27.04.2022;27.04.2022;BL191;W;10.4
27.04.2022;27.04.2022;BL198;W;8.5
27.04.2022;27.04.2022;BL198;J;3.06
27.04.2022;27.04.2022;BL198;J;3.12
27.04.2022;27.04.2022;BL196;W;4.78
27.04.2022;27.04.2022;BL196;M;6.8
27.04.2022;27.04.2022;BL196;J;2.36
27.04.2022;27.04.2022;BL196;J;2.96
28.04.2022;28.04.2022;BL198;M;5.5
28.04.2022;28.04.2022;BL198;J;2.34
28.04.2022;28.04.2022;BL196;J;1.6
28.04.2022;28.04.2022;BL196;J;1.96
28.04.2022;28.04.2022;BL196;J;1.96
28.04.2022;28.04.2022;BL196;J;2.34
29.04.2022;30.04.2022;BL191;M;8.02
30.04.2022;30.04.2022;BL196;J;2.6
30.04.2022;30.04.2022;BL196;W;8.76
30.04.2022;30.04.2022;BL196;J;1.58
30.04.2022;30.04.2022;BL197;J;3.06
01.05.2022;01.05.2022;BL197;J;2.02
01.05.2022;01.05.2022;BL196;W;6.68
01.05.2022;02.05.2022;BL191;M;15.96
01.05.2022;02.05.2022;BL191;W;13.04
01.05.2022;02.05.2022;BL191;M;7.78
01.05.2022;02.05.2022;BL191;M;10.38
01.05.2022;02.05.2022;BL191;M;6.28
01.05.2022;02.05.2022;BL191;W;11.42
01.05.2022;02.05.2022;BL191;W;10.74
01.05.2022;02.05.2022;BL191;M;8.46
01.05.2022;02.05.2022;BL191;M;6.92
01.05.2022;02.05.2022;BL191;M;6.42
01.05.2022;02.05.2022;BL196;M;8.34
02.05.2022;02.05.2022;BL196;W;4.82
01.05.2022;02.05.2022;BL197;J;3.34
03.05.2022;03.05.2022;BL197;W;3.04
08.05.2022;08.05.2022;BL196;W;8.48
08.05.2022;08.05.2022;BL198;M;5.92
13.05.2022;15.05.2022;BL191;M;5.56
13.05.2022;15.05.2022;BL191;M;8.68
13.05.2022;15.05.2022;BL191;M;13.76
18.05.2022;20.05.2022;BL899;W;8.06
18.05.2022;20.05.2022;BL901;W;6.54
18.05.2022;20.05.2022;BL901;M;5.44
18.05.2022;20.05.2022;BL901;W;4.64
