Datum;Gewässer;Methode;Gattung;Art;Geschlecht;Anzahl;Fundort;Versetzen;Bearbeiter;Bemerkungen
11.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Schäffler;
11.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Schäffler;
12.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
12.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
12.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
12.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
12.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
12.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
12.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
12.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
12.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
12.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Schäffler;
12.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Schäffler;
12.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Schäffler;
13.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;3;Kessel aussen;mitgenommen;Ramseier, Schmidt;
13.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;3;Kessel aussen;mitgenommen;Ramseier, Schmidt;
13.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;3;Kessel aussen;mitgenommen;Ramseier, Schmidt;
13.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;9;Kessel aussen;mitgenommen;Ramseier, Schmidt;
13.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Ramseier, Schmidt;
13.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Ramseier, Schmidt;
13.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Ramseier, Schmidt;
13.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Ramseier, Schmidt;
13.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Ramseier, Schmidt;
13.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel innen;mitgenommen;Ramseier, Schmidt;
13.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Ramseier, Schmidt;
13.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Ramseier, Schmidt;
13.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Ramseier, Schmidt;
14.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel aussen;mitgenommen;Ramseier;
14.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;2;Kessel aussen;mitgenommen;Ramseier;
14.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Ramseier;
14.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Ramseier;
14.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Ramseier;
14.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Ramseier;
14.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Ramseier;
14.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Ramseier;
14.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Ramseier;
14.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Ramseier;
14.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Ramseier;
14.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Ramseier;
15.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel innen;mitgenommen;Klima;Zaun innen
15.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel aussen;mitgenommen;Klima;
15.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel aussen;mitgenommen;Klima;
15.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Klima;
15.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Klima;
15.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Klima;
15.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Klima;
15.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Klima;
15.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Klima;
15.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Klima;
15.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Klima;
15.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Klima;
15.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Klima;
16.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel aussen;mitgenommen;Klima;
16.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel aussen;mitgenommen;Klima;
16.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Klima;
16.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Klima;
16.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Klima;
16.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Klima;
16.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Klima;
16.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Klima;
16.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Klima;
16.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Klima;
16.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Klima;
16.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Klima;
17.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;ADU;2;Kessel aussen;mitgenommen;Schäffler;
17.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;ADU;1;Kessel aussen;mitgenommen;Schäffler;
17.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
17.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
17.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
17.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
17.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
17.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Schäffler;
17.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Schäffler;
17.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Schäffler;
18.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;ADU;1;Kessel aussen;mitgenommen;Schäffler;
18.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
18.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
18.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
18.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
18.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
18.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
18.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
18.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Schäffler;
18.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Schäffler;
18.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Schäffler;
19.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
19.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
19.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
19.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
19.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
19.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
19.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
19.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
19.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
19.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Schäffler;
19.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Schäffler;
19.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Schäffler;
20.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
20.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
20.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
20.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
20.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
20.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
20.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
20.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
20.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
20.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Schäffler;
20.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Schäffler;
20.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Schäffler;
21.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;ADU;0;Kessel aussen;NA;Schäffler;Protokoll fehlt, keine KM gefunden.
21.05.2021;BL197;Zaun_Kessel;Triturus;carnifex;ADU;0;Kessel aussen;NA;Schäffler;Protokoll fehlt, keine KM gefunden.
21.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;ADU;0;Kessel aussen;NA;Schäffler;Protokoll fehlt, keine KM gefunden.
21.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;ADU;0;Kessel aussen;NA;Schäffler;Protokoll fehlt, keine KM gefunden.
21.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;ADU;0;Kessel innen;NA;Schäffler;Protokoll fehlt, keine KM gefunden.
22.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel aussen;mitgenommen;Ramseier;
22.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel aussen;mitgenommen;Ramseier;
22.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel aussen;mitgenommen;Ramseier;
22.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Ramseier;
22.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Ramseier;
22.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Ramseier;
22.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Ramseier;
22.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Ramseier;
22.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Ramseier;
22.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel innen;mitgenommen;Ramseier;
22.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Ramseier;
22.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Ramseier;
22.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Ramseier;
23.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel aussen;mitgenommen;Ramseier;
23.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Ramseier;
23.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Ramseier;
23.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Ramseier;
23.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Ramseier;
23.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Ramseier;
23.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Ramseier;
23.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Ramseier;
23.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Ramseier;
23.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Ramseier;
23.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Ramseier;
23.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Ramseier;
24.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Ramseier;
24.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Ramseier;
24.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Ramseier;
24.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Ramseier;
24.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Ramseier;
24.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Ramseier;
24.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Ramseier;
24.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Ramseier;
24.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Ramseier;
24.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Ramseier;
24.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Ramseier;
24.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Ramseier;
25.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;ADU;0;Kessel aussen;NA;Schäffler;Protokoll fehlt, keine KM gefunden.
25.05.2021;BL197;Zaun_Kessel;Triturus;carnifex;ADU;0;Kessel aussen;NA;Schäffler;Protokoll fehlt, keine KM gefunden.
25.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;ADU;0;Kessel aussen;NA;Schäffler;Protokoll fehlt, keine KM gefunden.
25.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;ADU;0;Kessel aussen;NA;Schäffler;Protokoll fehlt, keine KM gefunden.
25.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;ADU;0;Kessel innen;NA;Schäffler;Protokoll fehlt, keine KM gefunden.
26.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Reissner;Protokoll Gew BL191 fehlt
26.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Reissner;Protokoll Gew BL191 fehlt
26.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Reissner;Protokoll Gew BL191 fehlt
26.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Reissner;
26.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Reissner;
26.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Reissner;
26.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Reissner;
26.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Reissner;
26.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Reissner;
26.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Reissner;Protokoll Gew BL195 fehlt
26.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Reissner;Protokoll Gew BL195 fehlt
26.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Reissner;Protokoll Gew BL195 fehlt
27.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Klima;
27.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Klima;
27.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Klima;
27.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Klima;
27.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Klima;
27.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Klima;
27.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Klima;
27.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Klima;
27.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Klima;
27.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Klima;
27.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Klima;
27.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Klima;
28.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Klima;
28.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Klima;
28.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Klima;
28.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Klima;
28.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Klima;
28.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Klima;
28.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Klima;
28.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Klima;
28.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Klima;
28.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Klima;
28.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Klima;
28.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Klima;
