Datum;Gewässer;Methode;Gattung;Art;Geschlecht;Anzahl;Fundort;Versetzen;Bearbeiter;Bemerkungen
22.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
22.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
22.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
22.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
22.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
22.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
22.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Schäffler;
22.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Schäffler;
22.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Schäffler;
23.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
23.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
23.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
23.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
23.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
23.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
23.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
23.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
23.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
23.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Schäffler;
23.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Schäffler;
23.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Schäffler;
24.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel aussen;mitgenommen;Klima;
24.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel aussen;mitgenommen;Klima;
24.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;2;Kessel aussen;mitgenommen;Klima;
24.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Klima;
24.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Klima;
24.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Klima;
24.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Klima;
24.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Klima;
24.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Klima;
24.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Klima;
24.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Klima;
24.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Klima;
25.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel aussen;mitgenommen;Klima;
25.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel aussen;mitgenommen;Klima;
25.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Klima;
25.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Klima;
25.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Klima;
25.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Klima;
25.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Klima;
25.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Klima;
25.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Klima;
25.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Klima;
25.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Klima;
25.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Klima;
26.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;3;Kessel aussen;mitgenommen;Schäffler;
26.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
26.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
26.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
26.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
26.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
26.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
26.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
26.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;2;Kessel innen;mitgenommen;Schäffler;
26.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Schäffler;
26.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Schäffler;
26.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Schäffler;
26.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel innen;NA;Schäffler;entwischt
27.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
27.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
27.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
27.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
27.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
27.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
27.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
27.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
27.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
27.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Schäffler;
27.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Schäffler;
27.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Schäffler;
28.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;2;Kessel aussen;mitgenommen;Schäffler;
28.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
28.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
28.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
28.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
28.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
28.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
28.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
28.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
28.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Schäffler;Hand bedeckt scan
28.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Schäffler;Hand bedeckt scan
28.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Schäffler;Hand bedeckt scan
28.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel innen;NA;Schäffler;
29.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel aussen;mitgenommen;Schäffler;
29.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;2;Kessel aussen;mitgenommen;Schäffler;
29.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
29.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
29.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
29.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
29.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
29.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
29.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
29.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;3;Kessel innen;mitgenommen;Schäffler;
29.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Schäffler;
29.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Schäffler;
29.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Schäffler;
30.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
30.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
30.04.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
30.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
30.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
30.04.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
30.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
30.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
30.04.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
30.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Schäffler;
30.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Schäffler;
30.04.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Schäffler;
01.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel aussen;an Gewässer BL191;Ramseier, Schmidt;tot
01.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel aussen;mitgenommen;Ramseier, Schmidt;
01.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;2;Kessel aussen;mitgenommen;Ramseier, Schmidt;
01.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;2;Kessel aussen;mitgenommen;Ramseier, Schmidt;
01.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;4;Kessel aussen;mitgenommen;Ramseier, Schmidt;1 fem tot
01.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Ramseier, Schmidt;
01.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Ramseier, Schmidt;
01.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Ramseier, Schmidt;
01.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Ramseier, Schmidt;
01.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Ramseier, Schmidt;
01.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Ramseier, Schmidt;
01.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Ramseier, Schmidt;
02.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel aussen;an Gewässer BL198;Klima;
02.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;2;Kessel aussen;mitgenommen;Klima;
02.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;4;Kessel aussen;mitgenommen;Klima;
02.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Klima;
02.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Klima;
02.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Klima;
02.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Klima;
02.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Klima;
02.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Klima;
02.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;2;Kessel innen;mitgenommen;Klima;
02.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Klima;
02.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Klima;
02.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Klima;
03.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;2;Kessel aussen;mitgenommen;Schäffler;
03.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
03.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
03.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
03.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
03.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
03.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
03.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
03.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
03.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Schäffler;
03.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Schäffler;
03.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Schäffler;
04.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel aussen;mitgenommen;Schäffler;
04.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel aussen;mitgenommen;Schäffler;
04.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
04.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
04.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
04.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
04.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
04.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
04.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
04.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel innen;an Bach_Wald;Schäffler;
04.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Schäffler;
04.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Schäffler;
04.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Schäffler;
05.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
05.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
05.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
05.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
05.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
05.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
05.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
05.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
05.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Schäffler;
05.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Schäffler;
05.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Schäffler;
05.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Schäffler;
06.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
06.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
06.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
06.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
06.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
06.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
06.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
06.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
06.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
06.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Schäffler;
06.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Schäffler;
06.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Schäffler;
07.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
07.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
07.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
07.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
07.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
07.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
07.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
07.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
07.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
07.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Schäffler;
07.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Schäffler;
07.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Schäffler;
08.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;ADU;1;Kessel aussen;mitgenommen;Ramseier, Schmidt;Brett
08.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;2;Kessel aussen;mitgenommen;Ramseier, Schmidt;
08.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;2;Kessel aussen;mitgenommen;Ramseier, Schmidt;
08.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;2;Kessel aussen;mitgenommen;Ramseier, Schmidt;
08.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;2;Kessel aussen;mitgenommen;Ramseier, Schmidt;
08.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;3;Kessel aussen;mitgenommen;Ramseier, Schmidt;
08.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;13;Kessel aussen;mitgenommen;Ramseier, Schmidt;
08.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Ramseier, Schmidt;
08.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Ramseier, Schmidt;
08.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Ramseier, Schmidt;
08.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel innen;mitgenommen;Ramseier, Schmidt;
08.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;2;Kessel innen;mitgenommen;Ramseier, Schmidt;
08.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;2;Kessel innen;mitgenommen;Ramseier, Schmidt;
08.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;4;Kessel innen;mitgenommen;Ramseier, Schmidt;
08.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Ramseier, Schmidt;
08.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Ramseier, Schmidt;
08.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Ramseier, Schmidt;
09.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel aussen;mitgenommen;Ramseier, Schmidt;
09.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel aussen;mitgenommen;Ramseier, Schmidt;
09.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;3;Kessel aussen;mitgenommen;Ramseier, Schmidt;
09.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Ramseier, Schmidt;
09.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Ramseier, Schmidt;
09.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Ramseier, Schmidt;
09.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Ramseier, Schmidt;
09.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Ramseier, Schmidt;
09.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Ramseier, Schmidt;
09.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel innen;mitgenommen;Ramseier, Schmidt;
09.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Ramseier, Schmidt;
09.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Ramseier, Schmidt;
09.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Ramseier, Schmidt;
10.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
10.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
10.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
10.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
10.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
10.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
10.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
10.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
10.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
10.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Schäffler;
10.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel innen;NA;Schäffler;
10.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel innen;NA;Schäffler;
11.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel aussen;mitgenommen;Schäffler;
11.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;FEM;2;Kessel aussen;mitgenommen;Schäffler;
11.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
11.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
11.05.2021;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
11.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel aussen;NA;Schäffler;
11.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel aussen;NA;Schäffler;
11.05.2021;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
11.05.2021;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel aussen;NA;Schäffler;
11.05.2021;BL195s;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel innen;NA;Schäffler;
