fangdatum;waegedatum;weiher;geschlecht;gewicht
13.03.2021;28.03.2021;BL196;W;7.48
13.03.2021;28.03.2021;BL196;W;9.88
13.03.2021;28.03.2021;BL196;W;7.38
13.03.2021;28.03.2021;BL196;W;7.4
13.03.2021;28.03.2021;BL196;M;4.16
13.03.2021;28.03.2021;BL196;W;6.24
13.03.2021;28.03.2021;BL196;M;6.06
13.03.2021;28.03.2021;BL196;W;7.38
13.03.2021;28.03.2021;BL196;W;7.74
13.03.2021;28.03.2021;BL196;M;4.06
13.03.2021;28.03.2021;BL196;M;5.6
13.03.2021;28.03.2021;BL196;M;5.48
13.03.2021;28.03.2021;BL196;W;5.66
13.03.2021;28.03.2021;BL196;W;9.22
13.03.2021;28.03.2021;BL196;W;6.14
13.03.2021;28.03.2021;BL196;M;4.7
13.03.2021;28.03.2021;BL196;W;5.86
13.03.2021;28.03.2021;BL196;W;11.8
13.03.2021;28.03.2021;BL196;M;4.86
13.03.2021;28.03.2021;BL196;M;6.54
13.03.2021;28.03.2021;BL196;M;5.76
13.03.2021;28.03.2021;BL196;NA;NA
13.03.2021;28.03.2021;BL196;NA;NA
13.03.2021;28.03.2021;BL198;W;5.62
13.03.2021;28.03.2021;BL198;M;7.54
13.03.2021;28.03.2021;BL198;W;5.86
13.03.2021;28.03.2021;BL198;M;9.34
13.03.2021;28.03.2021;BL198;M;4.16
13.03.2021;28.03.2021;BL198;W;7
13.03.2021;28.03.2021;BL198;M;4.94
13.03.2021;28.03.2021;BL198;W;8.06
13.03.2021;28.03.2021;BL198;M;5.44
13.03.2021;28.03.2021;BL198;M;7.62
13.03.2021;28.03.2021;BL198;J;2.66
13.03.2021;28.03.2021;BL198;J;2.72
13.03.2021;28.03.2021;BL198;J;2.6
13.03.2021;28.03.2021;BL198;W;8.14
13.03.2021;28.03.2021;BL198;W;4.92
13.03.2021;28.03.2021;BL198;J;2.64
13.03.2021;28.03.2021;BL198;W;5.62
13.03.2021;28.03.2021;BL198;W;6.26
13.03.2021;28.03.2021;BL198;W;4.88
13.03.2021;28.03.2021;BL198;J;1.98
13.03.2021;28.03.2021;BL198;W;5.16
13.03.2021;28.03.2021;BL198;M;5.52
13.03.2021;28.03.2021;BL198;M;5
13.03.2021;28.03.2021;BL198;W;8.74
13.03.2021;28.03.2021;BL198;M;7.1
13.03.2021;28.03.2021;BL198;M;5.4
13.03.2021;28.03.2021;BL198;M;6.52
13.03.2021;28.03.2021;BL198;W;7.44
13.03.2021;28.03.2021;BL198;W;4.72
13.03.2021;28.03.2021;BL198;M;6.56
13.03.2021;28.03.2021;BL198;W;6.96
13.03.2021;28.03.2021;BL198;J;2.5
13.03.2021;28.03.2021;BL198;W;4.26
13.03.2021;28.03.2021;BL198;W;7.82
13.03.2021;28.03.2021;BL198;W;5.42
13.03.2021;28.03.2021;BL198;W;7.74
13.03.2021;28.03.2021;BL198;W;5
13.03.2021;28.03.2021;BL198;W;7.7
13.03.2021;28.03.2021;BL198;M;4.88
13.03.2021;28.03.2021;BL198;W;9.74
13.03.2021;28.03.2021;BL198;M;4.06
13.03.2021;28.03.2021;BL198;M;3
13.03.2021;28.03.2021;BL198;M;4.48
13.03.2021;28.03.2021;BL198;W;8.42
13.03.2021;28.03.2021;BL198;J;2.42
13.03.2021;28.03.2021;BL198;M;6.66
13.03.2021;28.03.2021;BL198;J;3.46
29.03.2021;29.03.2021;BL191;W;6.16
29.03.2021;29.03.2021;BL191;J;2.8
29.03.2021;29.03.2021;BL191;W;7.58
29.03.2021;29.03.2021;BL198;W;3.47
29.03.2021;29.03.2021;BL198;W;10.4
29.03.2021;29.03.2021;BL198;M;4.12
29.03.2021;29.03.2021;BL198;J;2.78
29.03.2021;29.03.2021;BL198;M;7.98
29.03.2021;29.03.2021;BL198;J;3.69
29.03.2021;29.03.2021;BL196;M;5.08
29.03.2021;29.03.2021;BL196;W;4.06
29.03.2021;29.03.2021;BL196;W;6.42
29.03.2021;29.03.2021;BL196;M;4.76
29.03.2021;29.03.2021;BL196;J;3.42
29.03.2021;29.03.2021;BL196;W;6.56
29.03.2021;29.03.2021;BL196;W;4.86
30.03.2021;30.03.2021;BL196;W;8.86
30.03.2021;30.03.2021;BL196;M;5
30.03.2021;30.03.2021;BL196;W;7.78
30.03.2021;30.03.2021;BL196;M;6.44
30.03.2021;30.03.2021;BL196;W;6.18
30.03.2021;30.03.2021;BL196;M;5.44
30.03.2021;30.03.2021;BL196;W;10.16
30.03.2021;30.03.2021;BL196;J;2.08
30.03.2021;30.03.2021;BL196;M;4.92
30.03.2021;30.03.2021;BL196;M;3.58
30.03.2021;30.03.2021;BL196;M;3.3
30.03.2021;30.03.2021;BL196;W;8.52
30.03.2021;30.03.2021;BL191;W;5.34
30.03.2021;30.03.2021;BL191;W;7.78
30.03.2021;30.03.2021;BL198;W;10.02
30.03.2021;30.03.2021;BL198;W;8.66
30.03.2021;30.03.2021;BL198;M;5.56
30.03.2021;30.03.2021;BL198;J;1.76
31.03.2021;31.03.2021;BL198;W;10.06
31.03.2021;31.03.2021;BL198;J;3.56
31.03.2021;31.03.2021;BL198;W;7.54
31.03.2021;31.03.2021;BL198;M;4.5
31.03.2021;31.03.2021;BL198;W;4.42
31.03.2021;31.03.2021;BL198;W;9.36
31.03.2021;31.03.2021;BL198;M;4.76
31.03.2021;31.03.2021;BL198;W;9.24
31.03.2021;31.03.2021;BL198;W;4.52
31.03.2021;31.03.2021;BL198;W;5.62
31.03.2021;31.03.2021;BL198;W;9.88
31.03.2021;31.03.2021;BL196;W;9.88
31.03.2021;31.03.2021;BL196;W;6.26
31.03.2021;31.03.2021;BL196;M;6.82
31.03.2021;31.03.2021;BL196;M;6.66
31.03.2021;31.03.2021;BL196;W;10.24
31.03.2021;31.03.2021;BL196;W;4.9
31.03.2021;31.03.2021;BL196;W;6.98
31.03.2021;31.03.2021;BL196;W;8.64
31.03.2021;31.03.2021;BL196;J;1.54
31.03.2021;31.03.2021;BL191;W;7.9
01.04.2021;01.04.2021;BL197;W;6.16
01.04.2021;01.04.2021;BL198;W;5.04
01.04.2021;01.04.2021;BL198;W;5.1
01.04.2021;01.04.2021;BL198;M;3.9
01.04.2021;01.04.2021;BL198;W;3.78
01.04.2021;01.04.2021;BL198;W;9.48
01.04.2021;01.04.2021;BL198;W;9.32
01.04.2021;01.04.2021;BL198;M;3.08
01.04.2021;01.04.2021;BL198;M;4.5
01.04.2021;01.04.2021;BL198;J;2.56
01.04.2021;01.04.2021;BL198;J;2.98
01.04.2021;01.04.2021;BL198;J;2.92
01.04.2021;01.04.2021;BL191;W;7.7
01.04.2021;01.04.2021;BL191;M;5.16
01.04.2021;01.04.2021;BL191;W;9.58
01.04.2021;01.04.2021;BL191;M;6.28
01.04.2021;01.04.2021;BL191;M;3.1
01.04.2021;01.04.2021;BL196;W;5.78
01.04.2021;01.04.2021;BL196;W;5.62
01.04.2021;01.04.2021;BL196;J;2.16
01.04.2021;01.04.2021;BL196;J;1.96
01.04.2021;01.04.2021;BL196;W;5.26
01.04.2021;01.04.2021;BL196;W;4.78
01.04.2021;01.04.2021;BL196;W;8.8
01.04.2021;01.04.2021;BL196;W;4.9
01.04.2021;01.04.2021;BL196;W;6.6
01.04.2021;01.04.2021;BL196;W;8.52
01.04.2021;01.04.2021;BL196;M;4.24
01.04.2021;01.04.2021;BL196;W;6.2
01.04.2021;01.04.2021;BL196;M;4.76
01.04.2021;01.04.2021;BL196;M;5.1
01.04.2021;01.04.2021;BL196;J;1.1
01.04.2021;01.04.2021;BL196;W;10.8
01.04.2021;01.04.2021;BL196;M;5.04
01.04.2021;01.04.2021;BL196;W;9.18
01.04.2021;01.04.2021;BL196;M;3.84
01.04.2021;01.04.2021;BL196;J;2.44
02.04.2021;02.04.2021;BL191;W;8.7
02.04.2021;02.04.2021;BL191;J;2.32
02.04.2021;02.04.2021;BL198;W;6.84
02.04.2021;02.04.2021;BL198;W;6.58
02.04.2021;02.04.2021;BL198;W;6.38
02.04.2021;02.04.2021;BL198;W;4.76
02.04.2021;02.04.2021;BL198;W;8.28
02.04.2021;02.04.2021;BL198;J;1.74
02.04.2021;02.04.2021;BL198;W;8.72
02.04.2021;02.04.2021;BL196;J;3.34
02.04.2021;02.04.2021;BL196;J;2.46
02.04.2021;02.04.2021;BL196;J;2.32
02.04.2021;02.04.2021;BL196;J;1.92
02.04.2021;02.04.2021;BL196;W;5.16
02.04.2021;02.04.2021;BL196;J;2.54
02.04.2021;02.04.2021;BL196;W;8
02.04.2021;02.04.2021;BL196;M;3.92
02.04.2021;02.04.2021;BL196;W;6.88
02.04.2021;02.04.2021;BL196;W;6.18
02.04.2021;02.04.2021;BL196;J;2.72
02.04.2021;02.04.2021;BL196;J;2.9
02.04.2021;02.04.2021;BL196;J;1.84
03.04.2021;03.04.2021;BL196;W;7.28
03.04.2021;03.04.2021;BL196;W;10.38
03.04.2021;03.04.2021;BL196;M;3.82
03.04.2021;03.04.2021;BL196;W;5.72
03.04.2021;03.04.2021;BL198;W;5.44
03.04.2021;03.04.2021;BL198;W;10.06
03.04.2021;03.04.2021;BL198;W;5.36
03.04.2021;03.04.2021;BL198;W;9.1
03.04.2021;03.04.2021;BL198;W;4.32
03.04.2021;03.04.2021;BL198;J;3.58
03.04.2021;03.04.2021;BL198;W;7.54
03.04.2021;03.04.2021;BL198;W;4.5
03.04.2021;03.04.2021;BL198;W;4.7
06.04.2021;06.04.2021;BL191;W;4.76
06.04.2021;06.04.2021;BL198;W;7.58
06.04.2021;06.04.2021;BL198;W;6.56
06.04.2021;06.04.2021;BL198;M;2.6
10.04.2021;10.04.2021;BL196;J;2.58
11.04.2021;11.04.2021;BL196;W;9.72
11.04.2021;11.04.2021;BL196;M;3.98
11.04.2021;11.04.2021;BL196;W;11.08
11.04.2021;11.04.2021;BL196;M;3.12
11.04.2021;11.04.2021;BL196;W;8.58
11.04.2021;11.04.2021;BL196;M;3.9
11.04.2021;11.04.2021;BL198;W;7.26
11.04.2021;11.04.2021;BL198;J;2.28
11.04.2021;11.04.2021;BL198;M;4.86
11.04.2021;11.04.2021;BL198;W;6.56
11.04.2021;11.04.2021;BL198;W;5.46
11.04.2021;11.04.2021;BL198;W;6.44
11.04.2021;11.04.2021;BL198;W;7.58
11.04.2021;11.04.2021;BL198;W;6.5
12.04.2021;12.04.2021;BL198;W;5.82
12.04.2021;12.04.2021;BL198;J;2.42
12.04.2021;12.04.2021;BL198;W;6
12.04.2021;12.04.2021;BL198;J;2.54
12.04.2021;12.04.2021;BL198;W;7.18
12.04.2021;12.04.2021;BL198;J;2.76
12.04.2021;12.04.2021;BL198;W;3.48
12.04.2021;12.04.2021;BL198;M;2.36
12.04.2021;12.04.2021;BL198;J;1.9
12.04.2021;12.04.2021;BL198;J;3
12.04.2021;12.04.2021;BL198;W;5.04
12.04.2021;12.04.2021;BL198;W;9.22
12.04.2021;12.04.2021;BL191;M;5
12.04.2021;12.04.2021;BL196;W;4.88
12.04.2021;12.04.2021;BL196;J;2.12
12.04.2021;12.04.2021;BL196;W;8.9
12.04.2021;12.04.2021;BL196;J;2.5
12.04.2021;12.04.2021;BL196;W;7
12.04.2021;12.04.2021;BL196;W;5.82
12.04.2021;12.04.2021;BL196;W;4.1
13.04.2021;13.04.2021;BL196;J;3.22
13.04.2021;13.04.2021;BL198;W;8.58
13.04.2021;13.04.2021;BL198;M;6.54
15.04.2021;15.04.2021;BL196/BL198;W;6.94
15.04.2021;15.04.2021;BL196/BL198;J;2.74
15.04.2021;15.04.2021;BL196/BL198;W;3.96
15.04.2021;15.04.2021;BL196/BL198;M;5.82
14.04.2021;15.04.2021;BL197;W;9.44
14.04.2021;15.04.2021;BL197;M;5.66
14.04.2021;15.04.2021;BL197;W;7.78
14.04.2021;15.04.2021;BL197;W;7.72
14.04.2021;15.04.2021;BL197;W;7.98
14.04.2021;15.04.2021;BL197;W;3.36
14.04.2021;15.04.2021;BL191;W;14.7
18.04.2021;18.04.2021;BL198;W;2.54
18.04.2021;18.04.2021;BL198;W;3.52
18.04.2021;18.04.2021;BL196;W;4.08
18.04.2021;18.04.2021;BL196;W;5.76
18.04.2021;18.04.2021;BL196;W;7.24
17.04.2021;18.04.2021;BL196;W;7.78
17.04.2021;18.04.2021;BL196;W;10.3
17.04.2021;18.04.2021;BL198;W;8.28
19.04.2021;19.04.2021;NA;W;4.26
19.04.2021;19.04.2021;NA;W;4.06
19.04.2021;19.04.2021;NA;M;4.36
19.04.2021;19.04.2021;NA;J;1.82
19.04.2021;19.04.2021;NA;J;2.62
19.04.2021;19.04.2021;NA;W;6.34
20.04.2021;20.04.2021;NA;J;2.66
20.04.2021;20.04.2021;NA;W;6.52
20.04.2021;20.04.2021;NA;J;2.7
20.04.2021;20.04.2021;NA;M;5.54
20.04.2021;20.04.2021;NA;J;2.22
14.04.2021;22.04.2021;BL197;M;5.4
14.04.2021;22.04.2021;BL197;W;7.48
14.04.2021;22.04.2021;BL197;W;7.18
14.04.2021;22.04.2021;BL197;W;3.42
14.04.2021;22.04.2021;BL197;W;6.4
14.04.2021;28.04.2021;BL197;W;7.06
14.04.2021;28.04.2021;BL197;W;6.94
14.04.2021;28.04.2021;BL197;M;5
14.04.2021;28.04.2021;BL197;W;6.2
14.04.2021;28.04.2021;BL197;J;3.28
21.04.2021;22.04.2021;BL197;M;6.66
21.04.2021;22.04.2021;BL197;M;5.86
21.04.2021;22.04.2021;BL197;M;7.26
21.04.2021;22.04.2021;BL197;W;5.98
22.04.2021;22.04.2021;NA;M;4.18
22.04.2021;22.04.2021;NA;M;4.56
22.04.2021;22.04.2021;NA;W;9.98
22.04.2021;22.04.2021;NA;J;2.54
22.04.2021;22.04.2021;NA;M;4.44
25.04.2021;25.04.2021;BL191;W;7.66
25.04.2021;25.04.2021;BL191;J;2.22
24.04.2021;25.04.2021;BL196;M;4.62
24.04.2021;25.04.2021;BL196;W;5
24.04.2021;25.04.2021;BL196;W;6.76
24.04.2021;25.04.2021;BL198;M;4.86
27.04.2021;28.04.2021;BL19X;W;3.6
27.04.2021;28.04.2021;BL191;W;13.3
27.04.2021;28.04.2021;BL191;M;8.44
27.04.2021;28.04.2021;BL191;W;10.9
27.04.2021;28.04.2021;BL191;W;12.92
27.04.2021;28.04.2021;BL198;M;8.2
27.04.2021;28.04.2021;BL198;M;9.3
27.04.2021;28.04.2021;BL198;W;5.48
27.04.2021;28.04.2021;BL198;M;5.04
27.04.2021;28.04.2021;BL198;M;7.48
27.04.2021;28.04.2021;BL198;W;7.14
27.04.2021;28.04.2021;BL198;W;7.38
27.04.2021;28.04.2021;BL198;M;6.64
27.04.2021;28.04.2021;BL198;M;6.28
21.04.2021;22.04.2021;BL197;W;4.96
21.04.2021;22.04.2021;BL197;J;2.44
21.04.2021;22.04.2021;BL197;W;7.12
14.04.2021;28.04.2021;BL191;W;11.02
20.04.2021;28.04.2021;BL198;W;4.88
21.04.2021;22.04.2021;BL197;W;9.08
21.04.2021;22.04.2021;BL197;W;7.18
21.04.2021;28.04.2021;BL197;W;4.66
21.04.2021;28.04.2021;BL197;M;6.48
21.04.2021;28.04.2021;BL197;W;8.54
21.04.2021;28.04.2021;BL197;W;6.38
21.04.2021;28.04.2021;BL197;W;5.98
21.04.2021;28.04.2021;BL197;M;5.26
21.04.2021;28.04.2021;BL197;W;6.4
13.-18.05.21;26.05.2021;BL196;W;3.14
13.-18.05.21;26.05.2021;BL196;J;2.42
13.-18.05.21;26.05.2021;BL196;W;2.58
13.-18.05.21;26.05.2021;BL196;W;3.38
13.-18.05.21;26.05.2021;BL196;W;7.24
29.04.2021;29.04.2021;NA;W;5.18
29.04.2021;29.04.2021;NA;W;8.9
21.04.2021;28.04.2021;BL197;M;6.14
21.04.2021;28.04.2021;BL197;J;2.3
27.04.2021;28.04.2021;BL197;W;6.1
27.04.2021;28.04.2021;BL197;W;4.56
27.04.2021;28.04.2021;BL197;M;5.82
28.04.2021;29.04.2021;BL197;M;8.78
28.04.2021;29.04.2021;BL197;M;5.78
28.04.2021;29.04.2021;BL197;J;3.6
28.04.2021;29.04.2021;BL197;M;6.08
01.05.2021;01.05.2021;BL198;M;8
01.05.2021;01.05.2021;BL198;W;3.64
01.05.2021;01.05.2021;BL196;M;5.7
01.05.2021;01.05.2021;BL196;J;2.14
01.05.2021;01.05.2021;BL196;W;4.36
01.05.2021;01.05.2021;BL196;W;6.4
01.05.2021;01.05.2021;BL196;W;5.12
01.05.2021;01.05.2021;BL196;J;2.98
01.05.2021;01.05.2021;BL3;M;5.9
02.05.2021;02.05.2021;BL196;M;6.14
02.05.2021;02.05.2021;BL196;W;4.24
02.05.2021;02.05.2021;BL196;W;5.18
02.05.2021;02.05.2021;BL196;W;4.4
02.05.2021;02.05.2021;BL196;W;3.52
02.05.2021;02.05.2021;BL196;M;4.26
02.05.2021;02.05.2021;BL198;W;6.32
02.05.2021;02.05.2021;BL198;W;9.04
02.05.2021;02.05.2021;BL198;M;6.5
03.05.2021;03.05.2021;BL196;W;4.2
03.05.2021;03.05.2021;BL196;W;3.26
04.05.2021;05.05.2021;BL196;NA;9.18
05.05.2021;05.05.2021;BL191;J;3.04
04.05.2021;05.05.2021;BL196;W;5.98
05.05.2021;05.05.2021;BL191;W;10.44
04.05.2021;05.05.2021;BL196;W;6
05.05.2021;06.05.2021;BL198;M;4.84
05.05.2021;06.05.2021;BL198;M;8.48
05.05.2021;06.05.2021;BL191;M;8.14
05.05.2021;06.05.2021;BL191;M;6.76
28.04.2021;29.04.2021;BL197;M;6.36
28.04.2021;29.04.2021;BL197;M;4.62
28.04.2021;29.04.2021;BL197;M;5.14
28.04.2021;29.04.2021;BL197;M;5.42
28.04.2021;29.04.2021;BL197;M;4.28
05.05.2021;06.05.2021;BL197;M;6.38
05.05.2021;06.05.2021;BL197;W;5.28
05.05.2021;06.05.2021;BL197;W;8.62
05.05.2021;06.05.2021;BL197;M;8.1
05.05.2021;06.05.2021;BL197;M;5.6
05.05.2021;06.05.2021;BL197;W;4.86
05.05.2021;06.05.2021;BL197;M;4.62
05.05.2021;06.05.2021;BL197;W;6.3
05.05.2021;06.05.2021;BL197;W;6.8
05.05.2021;06.05.2021;BL197;W;5
05.05.2021;06.05.2021;BL197;M;6.46
06.05.2021;06.05.2021;BL3;W;8.88
07.05.2021;07.05.2021;BL3;W;8.22
08.05.2021;08.05.2021;BL195;J;2.6
08.05.2021;08.05.2021;BL196;M;5.56
08.05.2021;08.05.2021;BL196;M;7.74
08.05.2021;08.05.2021;BL196;W;11.86
08.05.2021;08.05.2021;BL196;W;8.54
08.05.2021;08.05.2021;BL196;W;7.28
08.05.2021;08.05.2021;BL196;J;3.08
08.05.2021;08.05.2021;BL196;W;7.72
08.05.2021;08.05.2021;BL196;M;6.58
08.05.2021;08.05.2021;BL196;J;2.76
08.05.2021;08.05.2021;BL3Läuberen;W;9.18
08.05.2021;08.05.2021;BL198;M;8.06
08.05.2021;08.05.2021;BL198;W;6.68
08.05.2021;08.05.2021;BL198;W;5.56
08.05.2021;08.05.2021;BL198;W;4.18
08.05.2021;08.05.2021;BL198;W;8.86
08.05.2021;08.05.2021;BL198;W;7.1
08.05.2021;08.05.2021;BL198;W;8.56
08.05.2021;08.05.2021;BL198;J;2.78
08.05.2021;08.05.2021;BL198;M;6.7
08.05.2021;08.05.2021;BL198;W;5.8
08.05.2021;08.05.2021;BL198;W;5.68
08.05.2021;08.05.2021;BL198;W;5.6
08.05.2021;08.05.2021;BL198;M;7.54
08.05.2021;08.05.2021;BL198;W;5.12
08.05.2021;08.05.2021;BL198;W;4.46
08.05.2021;08.05.2021;BL198;M;9
08.05.2021;08.05.2021;BL198;W;6.54
08.05.2021;08.05.2021;BL198;W;6.08
08.05.2021;08.05.2021;BL198;W;3.96
08.05.2021;08.05.2021;BL198;M;5.2
08.05.2021;08.05.2021;BL198;W;3.86
08.05.2021;08.05.2021;BL198;J;2.84
08.05.2021;08.05.2021;BL198;J;2.76
08.05.2021;08.05.2021;BL198;M;5.04
09.05.2021;09.05.2021;BL191;W;9.72
09.05.2021;09.05.2021;BL198;W;7.84
09.05.2021;09.05.2021;BL198;W;6.94
09.05.2021;09.05.2021;BL198;J;2.92
09.05.2021;09.05.2021;BL198;W;3.76
09.05.2021;09.05.2021;BL196;W;8.98
09.05.2021;09.05.2021;BL899;M;7.54
09.05.2021;09.05.2021;BL899;M;8.94
05.05.2021;06.05.2021;BL197;M;4.28
11.05.2021;11.05.2021;BL198;J;3.3
11.05.2021;11.05.2021;BL191;M;5.4
11.05.2021;11.05.2021;BL191;W;5.86
11.05.2021;11.05.2021;BL3;M;5.66
11.05.2021;11.05.2021;BL3;M;8.96
11.05.2021;12.05.2021;BL3;M;7.32
11.05.2021;12.05.2021;BL3;M;6.18
12.05.2021;12.05.2021;BL3;W;7.48
13.05.2021;13.05.2021;BL198;M;8.28
13.05.2021;13.05.2021;BL198;M;8.26
13.05.2021;13.05.2021;BL198;M;6.26
13.05.2021;13.05.2021;BL198;M;6.66
13.05.2021;13.05.2021;BL198;M;6.88
13.05.2021;13.05.2021;BL198;M;8.06
13.05.2021;13.05.2021;BL198;W;9.1
13.05.2021;13.05.2021;BL198;W;7.46
13.05.2021;13.05.2021;BL198;M;9.5
13.05.2021;13.05.2021;BL198;M;7.52
13.05.2021;13.05.2021;BL198;M;6.82
13.05.2021;13.05.2021;BL198;M;7.9
13.05.2021;13.05.2021;BL198;M;5.62
13.05.2021;13.05.2021;BL198;W;8.68
13.05.2021;13.05.2021;BL198;W;5.58
13.05.2021;13.05.2021;BL198;W;7.14
13.05.2021;13.05.2021;BL198;M;6.94
13.05.2021;13.05.2021;BL198;W;6.44
13.05.2021;13.05.2021;BL198;W;5.7
13.05.2021;13.05.2021;BL198;W;6.18
13.05.2021;13.05.2021;BL198;M;6.28
13.05.2021;13.05.2021;BL198;W;6.98
13.05.2021;13.05.2021;BL198;W;7.14
13.05.2021;13.05.2021;BL198;M;6.48
13.05.2021;13.05.2021;BL198;J;3
13.05.2021;13.05.2021;BL198;W;5.16
13.05.2021;13.05.2021;BL198;J;3.16
13.05.2021;13.05.2021;BL198;W;6.86
13.05.2021;13.05.2021;BL198;W;7.7
13.05.2021;13.05.2021;BL198;M;10.58
13.05.2021;13.05.2021;BL198;W;7.7
13.05.2021;13.05.2021;BL198;W;6.48
13.05.2021;13.05.2021;BL198;W;3.92
13.05.2021;13.05.2021;BL198;W;4.5
13.05.2021;13.05.2021;BL198;W;5.62
13.05.2021;13.05.2021;BL198;W;3.44
13.05.2021;13.05.2021;BL198;J;3.06
13.05.2021;13.05.2021;BL198;M;2.24
13.05.2021;13.05.2021;BL198;J;2.98
13.05.2021;13.05.2021;BL198;M;3.42
13.05.2021;13.05.2021;BL198;J;2.32
12.05.2021;13.05.2021;BL3Geologisches_Denkmal;M;5.12
12.05.2021;13.05.2021;BL3Geologisches_Denkmal;M;6.36
13.05.2021;13.05.2021;BL196;W;5.4
13.05.2021;13.05.2021;BL196;W;5.32
13.05.2021;13.05.2021;BL196;W;7.72
13.05.2021;13.05.2021;BL198;M;6.2
13.05.2021;13.05.2021;BL198;M;8.12
14.05.2021;14.05.2021;BL198;M;7.8
14.05.2021;14.05.2021;BL198;W;6.7
14.05.2021;14.05.2021;BL198;M;7.72
14.05.2021;14.05.2021;BL198;W;6.7
14.05.2021;14.05.2021;BL198;M;7.26
14.05.2021;14.05.2021;BL198;M;6.76
14.05.2021;14.05.2021;BL198;W;7.54
14.05.2021;14.05.2021;BL198;W;7.8
14.05.2021;14.05.2021;BL198;M;9.22
14.05.2021;14.05.2021;BL198;W;3.98
14.05.2021;14.05.2021;BL198;M;7.48
14.05.2021;14.05.2021;BL198;M;5.6
14.05.2021;14.05.2021;BL198;W;5.94
14.05.2021;14.05.2021;BL198;M;8.26
14.05.2021;14.05.2021;BL198;M;8.92
14.05.2021;14.05.2021;BL198;W;3.78
14.05.2021;14.05.2021;BL198;W;4.7
15.05.2021;16.05.2021;BL196;W;3.34
15.05.2021;16.05.2021;BL196;W;3.66
16.05.2021;16.05.2021;BL198;W;3.1
15.05.2021;16.05.2021;BL191;W;5.52
16.05.2021;16.05.2021;BL196;W;6.66
14.05.2021;16.05.2021;BL3;W;9.04
17.05.2021;17.05.2021;BL196;J;2.46
