Datum;Gewässer;Methode;Gattung;Art;Geschlecht;Anzahl;Fundort;Bearbeiter;Bemerkungen;;;;;;
21.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Eichhorn;;;;;;;
22.02.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stauffer;;;;;;;
22.02.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Stauffer;;;;;;;
22.02.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stauffer;;;;;;;
22.02.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;2;Kessel;Stauffer;;;;;;;
22.02.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Stauffer;;;;;;;
22.02.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stauffer;;;;;;;
22.02.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stauffer;;;;;;;
22.02.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Stauffer;;;;;;;
22.02.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stauffer;;;;;;;
22.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;3;Kessel;Stauffer;;;;;;;
22.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stauffer;;;;;;;
22.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;1;Brett;Stauffer;;;;;;;
22.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel;Stauffer;;;;;;;
23.02.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
23.02.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
23.02.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
23.02.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;3;Kessel;Stoeckli;;;;;;;
23.02.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
23.02.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
23.02.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel;Stoeckli;;;;;;;
23.02.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
23.02.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel;Stoeckli;;;;;;;
23.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;5;Kessel;Stoeckli;;;;;;;
23.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Stoeckli;;;;;;;
23.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
24.02.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
24.02.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
24.02.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
24.02.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
24.02.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
24.02.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel;Stoeckli;;;;;;;
24.02.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
24.02.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
24.02.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
24.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel;Stoeckli;;;;;;;
24.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
24.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
25.02.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Mangold;;;;;;;
25.02.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Mangold;;;;;;;
25.02.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel;Mangold;;;;;;;
25.02.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;3;Kessel;Mangold;;;;;;;
25.02.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Mangold;;;;;;;
25.02.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Mangold;;;;;;;
25.02.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel;Mangold;;;;;;;
25.02.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Mangold;;;;;;;
25.02.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Mangold;;;;;;;
25.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;8;Kessel;Mangold;;;;;;;
25.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;3;Kessel;Mangold;;;;;;;
25.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Mangold;;;;;;;
26.02.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Fluri;;;;;;;
26.02.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Fluri;;;;;;;
26.02.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Fluri;;;;;;;
26.02.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel;Fluri;;;;;;;
26.02.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Fluri;;;;;;;
26.02.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Fluri;;;;;;;
26.02.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Fluri;;;;;;;
26.02.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Fluri;;;;;;;
26.02.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Fluri;;;;;;;
26.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel;Fluri;;;;;;;
26.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Fluri;;;;;;;
26.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Fluri;;;;;;;
27.02.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Fluri;;;;;;;
27.02.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Fluri;;;;;;;
27.02.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Fluri;;;;;;;
27.02.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Fluri;;;;;;;
27.02.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Fluri;;;;;;;
27.02.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Fluri;;;;;;;
27.02.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Fluri;;;;;;;
27.02.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Fluri;;;;;;;
27.02.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Fluri;;;;;;;
27.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Fluri;;;;;;;
27.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Fluri;;;;;;;
27.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Fluri;;;;;;;
28.02.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Eichhorn;;;;;;;
28.02.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Eichhorn;;;;;;;
28.02.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Eichhorn;;;;;;;
28.02.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Eichhorn;;;;;;;
28.02.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Eichhorn;;;;;;;
28.02.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Eichhorn;;;;;;;
28.02.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Eichhorn;;;;;;;
28.02.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Eichhorn;;;;;;;
28.02.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Eichhorn;;;;;;;
28.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Eichhorn;;;;;;;
28.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Eichhorn;;;;;;;
28.02.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Eichhorn;;;;;;;
01.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stauffer;;;;;;;
01.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stauffer;;;;;;;
01.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stauffer;;;;;;;
01.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stauffer;;;;;;;
01.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;1;Brett;Stauffer;;;;;;;
01.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stauffer;;;;;;;
01.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stauffer;;;;;;;
01.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stauffer;;;;;;;
01.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stauffer;;;;;;;
01.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stauffer;;;;;;;
01.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stauffer;;;;;;;
01.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stauffer;;;;;;;
01.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stauffer;;;;;;;
02.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
02.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
02.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
02.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
02.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
02.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
02.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
02.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
02.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
02.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
02.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
02.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
03.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
03.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
03.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
03.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
03.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
03.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
03.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
03.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
03.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
03.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
03.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
03.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
04.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Moeller;;;;;;;
04.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Moeller;;;;;;;
04.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Moeller;;;;;;;
04.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Moeller;;;;;;;
04.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Moeller;;;;;;;
04.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Moeller;;;;;;;
04.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Moeller;;;;;;;
04.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Moeller;;;;;;;
04.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Moeller;;;;;;;
04.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Moeller;;;;;;;
04.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Moeller;;;;;;;
04.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Moeller;;;;;;;
05.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Zehnder;;;;;;;
05.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Zehnder;;;;;;;
05.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Zehnder;;;;;;;
05.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Zehnder;;;;;;;
05.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Zehnder;;;;;;;
05.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Zehnder;;;;;;;
05.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Zehnder;;;;;;;
05.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Zehnder;;;;;;;
05.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Zehnder;;;;;;;
05.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Zehnder;;;;;;;
05.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Zehnder;;;;;;;
05.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Zehnder;;;;;;;
06.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Furrer;;;;;;;
06.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Furrer;;;;;;;
06.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Furrer;;;;;;;
06.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Furrer;;;;;;;
06.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Furrer;;;;;;;
06.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Furrer;;;;;;;
06.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Furrer;;;;;;;
06.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Furrer;;;;;;;
06.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Furrer;;;;;;;
06.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Furrer;;;;;;;
06.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Furrer;;;;;;;
06.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Furrer;;;;;;;
07.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Eichhorn;;;;;;;
07.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Eichhorn;;;;;;;
07.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Eichhorn;;;;;;;
07.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Eichhorn;;;;;;;
07.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Eichhorn;;;;;;;
07.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Eichhorn;;;;;;;
07.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Eichhorn;;;;;;;
07.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Eichhorn;;;;;;;
07.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Eichhorn;;;;;;;
07.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Eichhorn;;;;;;;
07.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Eichhorn;;;;;;;
07.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Eichhorn;;;;;;;
08.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stauffer;;;;;;;
08.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stauffer;;;;;;;
08.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stauffer;;;;;;;
08.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stauffer;;;;;;;
08.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stauffer;;;;;;;
08.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stauffer;;;;;;;
08.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stauffer;;;;;;;
08.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stauffer;;;;;;;
08.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stauffer;;;;;;;
08.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stauffer;;;;;;;
08.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stauffer;;;;;;;
08.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stauffer;;;;;;;
09.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
09.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
09.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
09.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
09.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
09.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
09.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
09.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
09.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
09.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
09.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
09.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
10.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
10.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
10.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
10.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
10.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
10.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
10.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
10.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
10.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
10.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
10.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
10.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
11.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Mangold;;;;;;;
11.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Mangold;;;;;;;
11.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Mangold;;;;;;;
11.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Mangold;;;;;;;
11.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Mangold;;;;;;;
11.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Mangold;;;;;;;
11.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Mangold;;;;;;;
11.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Mangold;;;;;;;
11.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Mangold;;;;;;;
11.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Mangold;;;;;;;
11.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Mangold;;;;;;;
11.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Mangold;;;;;;;
12.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Zehnder;;;;;;;
12.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Zehnder;;;;;;;
12.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Zehnder;;;;;;;
12.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Zehnder;;;;;;;
12.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Zehnder;;;;;;;
12.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Zehnder;;;;;;;
12.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Zehnder;;;;;;;
12.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Zehnder;;;;;;;
12.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Zehnder;;;;;;;
12.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Zehnder;;;;;;;
12.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Zehnder;;;;;;;
12.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Zehnder;;;;;;;
13.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Furrer;;;;;;;
13.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Furrer;;;;;;;
13.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Furrer;;;;;;;
13.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Furrer;;;;;;;
13.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Furrer;;;;;;;
13.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Furrer;;;;;;;
13.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Furrer;;;;;;;
13.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Furrer;;;;;;;
13.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Furrer;;;;;;;
13.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Furrer;;;;;;;
13.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Furrer;;;;;;;
13.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Furrer;;;;;;;
14.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;2;Kessel;Eichhorn;;;;;;;
14.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Eichhorn;;;;;;;
14.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Eichhorn;;;;;;;
14.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;5;Kessel;Eichhorn;;;;;;;
14.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Eichhorn;;;;;;;
14.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel;Eichhorn;;;;;;;
14.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;7;Kessel;Eichhorn;;;;;;;
14.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Eichhorn;;;;;;;
14.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Eichhorn;;;;;;;
14.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;9;Kessel;Eichhorn;;;;;;;
