self.name,current_date,probabilityCatch,sum((offspring where each.isEgg) collect each.count),sum((offspring where !each.isEgg) collect each.count),(juvenil count true) + (migrant count each.isJuvenil),(adult count true) + (migrant count !each.isJuvenil),adult count each.slipped,adult count !each.slipped,catched_adult_tot,catched_juv_tot,eggs_tot,larva_tot,juv_tot,adult_tot,migrantJuv_tot,migrantAdult_tot,'\"',occupiedPonds_list,'\"'
Simulation 0,date ('2000-01-01 00:00:00'),0.95,0,0,0,50,0,50,0,0,0,0,0,50,0,0,",[],"
Simulation 1,date ('2000-01-01 00:00:00'),0.95,0,0,0,50,0,50,0,0,0,0,0,50,0,0,",[],"
Simulation 2,date ('2000-01-01 00:00:00'),0.95,0,0,0,50,0,50,0,0,0,0,0,50,0,0,",[],"
Simulation 3,date ('2000-01-01 00:00:00'),0.95,0,0,0,50,0,50,0,0,0,0,0,50,0,0,",[],"
Simulation 4,date ('2000-01-01 00:00:00'),0.95,0,0,0,50,0,50,0,0,0,0,0,50,0,0,",[],"
Simulation 0,date ('2001-01-01 00:00:00'),0.95,0,0,0,30,0,30,0,0,0,0,0,50,0,0,",[pond(0),pond(8)],"
Simulation 1,date ('2001-01-01 00:00:00'),0.95,0,0,60,26,0,26,0,0,300,150,60,50,0,0,",[pond(0),pond(8)],"
Simulation 2,date ('2001-01-01 00:00:00'),0.95,0,0,60,25,0,25,0,0,300,150,60,50,0,0,",[pond(0),pond(9)],"
Simulation 3,date ('2001-01-01 00:00:00'),0.95,0,0,0,29,0,29,0,0,0,0,0,50,0,0,",[pond(0),pond(8)],"
Simulation 4,date ('2001-01-01 00:00:00'),0.95,0,0,60,27,0,27,0,0,300,150,60,50,0,0,",[pond(0),pond(8)],"
Simulation 0,date ('2002-01-01 00:00:00'),0.95,0,0,234,123,0,123,0,0,3600,1800,529,157,196,0,",[pond(0),pond(8)],"
Simulation 1,date ('2002-01-01 00:00:00'),0.95,0,0,744,65,0,65,0,0,8400,4200,912,115,317,0,",[pond(0),pond(8),pond(9)],"
Simulation 2,date ('2002-01-01 00:00:00'),0.95,0,0,568,70,0,70,0,0,6000,3000,778,117,257,0,",[pond(0),pond(8),pond(9)],"
Simulation 3,date ('2002-01-01 00:00:00'),0.95,0,0,119,118,0,118,0,0,2100,1050,384,157,127,0,",[pond(0),pond(8)],"
Simulation 4,date ('2002-01-01 00:00:00'),0.95,0,0,674,85,0,85,0,0,7200,3600,902,138,299,0,",[pond(0),pond(8),pond(9),pond(19)],"
Simulation 0,date ('2003-01-01 00:00:00'),0.95,0,0,235,195,0,195,0,0,32700,16350,1141,398,435,0,",[pond(0),pond(8),pond(9),pond(10),pond(125)],"
Simulation 1,date ('2003-01-01 00:00:00'),0.95,0,0,415,196,0,196,0,0,57900,28950,1325,425,490,0,",[pond(0),pond(8),pond(9),pond(125),pond(126)],"
Simulation 2,date ('2003-01-01 00:00:00'),0.95,0,0,406,163,0,163,0,0,41700,20850,1184,353,427,0,",[pond(0),pond(8),pond(9),pond(10),pond(19)],"
Simulation 3,date ('2003-01-01 00:00:00'),0.95,0,0,507,153,0,153,0,0,21300,10650,1254,343,506,0,",[pond(0),pond(8),pond(9),pond(10),pond(19)],"
Simulation 4,date ('2003-01-01 00:00:00'),0.95,0,0,475,182,0,182,0,0,49200,24600,1376,409,534,0,",[pond(0),pond(8),pond(9),pond(10),pond(144)],"
Simulation 0,date ('2004-01-01 00:00:00'),0.95,0,0,605,198,0,198,0,0,56100,28050,2093,634,763,0,",[pond(0),pond(8),pond(9),pond(10),pond(14),pond(125)],"
Simulation 1,date ('2004-01-01 00:00:00'),0.95,0,0,726,173,0,173,0,0,81600,40800,2049,586,756,0,",[pond(0),pond(8),pond(9),pond(10),pond(19),pond(125),pond(126)],"
Simulation 2,date ('2004-01-01 00:00:00'),0.95,0,0,1029,169,0,169,0,0,65700,32850,2213,514,780,0,",[pond(0),pond(8),pond(9),pond(10),pond(15)],"
Simulation 3,date ('2004-01-01 00:00:00'),0.95,0,0,957,191,0,191,0,0,56400,28200,2325,597,851,0,",[pond(0),pond(8),pond(9),pond(10),pond(14),pond(19),pond(126)],"
Simulation 4,date ('2004-01-01 00:00:00'),0.95,0,0,1245,172,0,172,0,0,75900,37950,2619,578,979,0,",[pond(0),pond(8),pond(9),pond(10),pond(14),pond(127),pond(144)],"
Simulation 0,date ('2005-01-01 00:00:00'),0.95,0,0,459,407,0,407,0,0,109200,54600,3193,1135,1169,0,",[pond(0),pond(8),pond(9),pond(10),pond(14),pond(125),pond(126),pond(144)],"
Simulation 1,date ('2005-01-01 00:00:00'),0.95,0,0,1268,219,0,219,0,0,130800,65400,3314,888,1238,0,",[pond(0),pond(8),pond(9),pond(10),pond(125)],"
Simulation 2,date ('2005-01-01 00:00:00'),0.95,0,0,1029,391,0,391,0,0,131700,65850,3877,1181,1437,0,",[pond(0),pond(8),pond(9),pond(10),pond(14),pond(17),pond(125),pond(126)],"
Simulation 3,date ('2005-01-01 00:00:00'),0.95,0,0,541,595,0,595,0,0,113400,56700,3872,1361,1456,0,",[pond(0),pond(8),pond(9),pond(10),pond(14),pond(16),pond(18),pond(126)],"
Simulation 4,date ('2005-01-01 00:00:00'),0.95,0,0,2176,364,0,364,0,0,159300,79650,5037,1172,1868,0,",[pond(0),pond(8),pond(9),pond(10),pond(14),pond(16),pond(125),pond(130),pond(144)],"
